PlateID,Row,Column,Organism,Species,id,Tissue,Comments,QC,pop,sector,lat,lon
1,D,2,Pocillopora,Meandrina,P ver 014,unknown,none,Pass,Saumarez,CS6,21.88607,153.64764
2,A,1,Pocillopora,Meandrina,P ver 015,unknown,none,Pass,Saumarez,CS6,21.88607,153.64764
2,B,1,Pocillopora,Meandrina,P ver 016,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,C,1,Pocillopora,Meandrina,P ver 017,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,D,1,Pocillopora,Meandrina,P ver 019,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,E,1,Pocillopora,Meandrina,P ver 020,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,F,1,Pocillopora,Meandrina,P ver 022,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,G,1,Pocillopora,Meandrina,P ver 023,unknown,none,Pass,Saumarez,CS6,21.88607,153.64764
2,H,1,Pocillopora,Meandrina,P ver 024,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,A,2,Pocillopora,Meandrina,P ver 025,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
2,B,2,Pocillopora,Meandrina,P ver 026,unknown,none,Fail,Saumarez,CS6,21.88607,153.64764
1,A,10,Pocillopora,Meandrina,21_Pver_25,unknown,none,Pass,21-550,Swains,21.96184,152.31235
1,B,10,Pocillopora,Meandrina,Chinaman_Pver_2,unknown,none,Downshift,Chinaman,Swains,22.01369,152.65425
1,C,10,Pocillopora,Meandrina,Chinaman_Pver_4,unknown,none,Pass,Chinaman,Swains,22.01369,152.65425
1,D,10,Pocillopora,Meandrina,Chinaman_Pver_7,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
1,E,10,Pocillopora,Meandrina,Chinaman_Pver_9,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
1,F,10,Pocillopora,Meandrina,Chinaman_Pver_11,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
1,G,10,Pocillopora,Meandrina,Chinaman_Pver_14,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
1,H,10,Pocillopora,Meandrina,Chinaman_Pver_17,unknown,none,Pass,Chinaman,Swains,22.01369,152.65425
1,A,11,Pocillopora,Meandrina,Chinaman_Pver_20,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
1,B,11,Pocillopora,Meandrina,22_Pver_27,unknown,none,Fail,22-084,Swains,22.00282,152.45695
2,E,9,Pocillopora,Meandrina,21_Pver_26,unknown,none,Fail,21-550,Swains,21.96184,152.31235
2,F,9,Pocillopora,Meandrina,Chinaman_Pver_25,unknown,none,Pass,Chinaman,Swains,22.01369,152.65425
2,G,9,Pocillopora,Meandrina,Chinaman_Pver_27,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,H,9,Pocillopora,Meandrina,Chinaman_Pver_28,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,A,10,Pocillopora,Meandrina,Chinaman_Pver_29,unknown,none,Pass,Chinaman,Swains,22.01369,152.65425
2,B,10,Pocillopora,Meandrina,Chinaman_Pver_32,unknown,none,Pass,Chinaman,Swains,22.01369,152.65425
2,C,10,Pocillopora,Meandrina,Chinaman_Pver_33,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,D,10,Pocillopora,Meandrina,Chinaman_Pver_35,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,E,10,Pocillopora,Meandrina,Chinaman_Pver_36,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,F,10,Pocillopora,Meandrina,Chinaman_Pver_37,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,G,10,Pocillopora,Meandrina,Chinaman_Pver_38,unknown,none,Pass,Chinaman,Swains,22.01369,152.65425
2,H,10,Pocillopora,Meandrina,Chinaman_Pver_39,unknown,none,Fail,Chinaman,Swains,22.01369,152.65425
2,A,11,Pocillopora,Meandrina,22_Pver_28,unknown,none,Fail,22-084,Swains,22.00282,152.45695
2,B,11,Pocillopora,Meandrina,22_Pver_30,unknown,none,Pass,22-084,Swains,22.00282,152.45695
1,E,9,Pocillopora,Meandrina,April2021-Chicken-P. verrucosa-21,unknown,none,Fail,Chicken,Townsville,18.40233,147.42382
1,F,9,Pocillopora,Meandrina,April2021-Chicken-P. verrucosa-30,unknown,none,Downshift,Chicken,Townsville,18.40233,147.42382
1,G,9,Pocillopora,Meandrina,April2021-Davies-P. verrucosa-21,unknown,none,Pass,Davies,Townsville,18.4962,147.37608
1,H,9,Pocillopora,Meandrina,April2021-Davies-P. verrucosa-24,unknown,none,Downshift,Davies,Townsville,18.4962,147.37608
2,B,9,Pocillopora,Meandrina,April2021-Chicken-P. verrucosa-32,unknown,none,Fail,Chicken,Townsville,18.40233,147.42382
2,C,9,Pocillopora,Meandrina,April2021-Davies-P. verrucosa-9,unknown,none,Downshift,Davies,Townsville,18.4962,147.37608
2,D,9,Pocillopora,Meandrina,April2021-Kelso-P. verrucosa-17,unknown,none,Downshift,Kelso,Townsville,18.254064,146.590664
1,G,7,Pocillopora,Meandrina,P ver 221,unknown,none,Pass,Willis,CS3,16.28728,149.9593
1,H,7,Pocillopora,Meandrina,P ver 232,unknown,none,Pass,Willis,CS3,16.28728,149.9593
1,A,8,Pocillopora,Meandrina,P ver 233,unknown,none,Pass,Willis,CS3,16.28728,149.9593
1,B,8,Pocillopora,Meandrina,P ver 234,unknown,none,Pass,Willis,CS3,16.28728,149.9593
2,D,7,Pocillopora,Meandrina,P ver 236,unknown,none,Fail,Willis,CS3,16.28728,149.9593
2,E,7,Pocillopora,Meandrina,P ver 237,unknown,none,Pass,Willis,CS3,16.28728,149.9593
2,F,7,Pocillopora,Meandrina,P ver 238,unknown,none,Fail,Willis,CS3,16.28728,149.9593
2,G,7,Pocillopora,Meandrina,P ver 239,unknown,none,Downshift,Willis,CS3,16.28728,149.9593
2,H,7,Pocillopora,Meandrina,P ver 240,unknown,none,Fail,Willis,CS3,16.28728,149.9593
1,E,2,Pocillopora,Meandrina,P ver 029,unknown,none,Pass,Wreck,CS6,22.19267,155.33405
1,F,2,Pocillopora,Meandrina,P ver 031,unknown,none,Pass,Wreck,CS6,22.19267,155.33405
1,G,2,Pocillopora,Meandrina,P ver 035,unknown,none,Pass,Wreck,CS6,22.19267,155.33405
1,H,2,Pocillopora,Meandrina,P ver 037,unknown,none,Pass,Wreck,CS6,22.19267,155.33405
1,A,3,Pocillopora,Meandrina,P ver 039,unknown,none,Fail,Wreck,CS6,22.19267,155.33405
1,B,3,Pocillopora,Meandrina,P ver 042,unknown,none,Downshift,Wreck,CS6,22.19267,155.33405
1,C,3,Pocillopora,Meandrina,P ver 043,unknown,none,Pass,Wreck,CS6,22.19267,155.33405
2,C,2,Pocillopora,Meandrina,P ver 044,unknown,none,Pass,Wreck,CS6,22.19267,155.33405
2,D,2,Pocillopora,Meandrina,P ver 047,unknown,none,Fail,Wreck,CS6,22.19267,155.33405
2,E,2,Pocillopora,Meandrina,P ver 048,unknown,none,Fail,Wreck,CS6,22.19267,155.33405
2,F,2,Pocillopora,Meandrina,P ver 049,unknown,none,Fail,Wreck,CS6,22.19267,155.33405
2,G,2,Pocillopora,Meandrina,P ver 051,unknown,none,Fail,Wreck,CS6,22.19267,155.33405
2,H,2,Pocillopora,Meandrina,P ver 054,unknown,none,Fail,Wreck,CS6,22.19267,155.33405
